group_id,user_id
0,3847
0,4518
1,626
1,5757
2,588
2,6339
3,4926
3,5872
4,1167
4,4302
5,1565
5,2899
6,2356
6,2691
7,3949
7,4318
8,93
8,2594
9,204
9,998
9,5757
10,168
10,998
11,2594
11,5298
12,5084
12,6422
13,0
13,3469
14,3231
14,4877
15,1977
15,6310
16,2981
16,3818
17,1697
17,5280
18,1697
18,5280
19,712
19,5639
20,2207
20,3224
21,3411
21,4668
22,1977
22,6310
23,168
23,998
24,0
24,1206
25,182
25,6581
26,1246
26,4040
27,1329
27,2541
28,5298
28,5863
29,4016
29,6509
30,141
30,5298
30,5863
31,5298
31,5863
32,1473
32,2196
33,454
33,2578
34,1522
34,1614
35,3364
35,5216
36,372
36,4697
37,30
37,6693
38,590
38,2347
39,1120
39,2347
40,1484
40,6517
41,256
41,5834
41,6227
42,3052
42,3987
43,1501
43,3409
44,3649
44,5366
45,2618
45,6714
46,98
46,4263
47,962
47,3077
48,5834
48,6227
49,992
49,1372
49,2465
50,1155
50,2665
51,1155
51,1980
52,971
52,1155
53,1155
53,5875
53,6268
54,1155
54,2661
55,275
55,4167
56,2668
56,6509
57,106
57,3788
58,3850
58,6245
59,2458
59,4318
60,876
60,4720
61,4915
61,6008
62,3347
62,4231
63,3571
63,5544
64,607
64,2762
65,82
65,2542
66,3673
66,6039
67,4517
67,4877
68,2216
68,4231
69,2878
69,5139
70,2786
70,4148
71,1155
71,4148
72,1155
72,3779
72,4148
72,6665
73,1304
73,6680
74,2089
74,3065
75,739
75,6706
76,85
76,6419
77,2618
77,2621
78,3230
78,6486
79,3075
79,3513
80,1641
80,5103
81,1877
81,5084
82,4232
82,6305
83,2563
83,4025
84,3805
84,4995
85,1637
85,3517
86,1329
86,2541
87,592
87,2459
88,174
88,1887
89,2563
89,4025
90,3731
90,4935
91,1608
91,4010
92,33
92,2495
93,1329
93,2541
94,3168
94,4263
95,1246
95,6523
96,2410
96,4188
97,2293
97,4475
98,1389
98,3364
99,2107
99,4014
100,1393
100,3112
101,1304
101,6680
102,239
102,2668
103,475
103,4318
103,5405
104,225
104,1998
105,372
105,4697
106,66
106,1231
107,1808
107,1962
108,1304
108,6680
109,468
109,4934
110,618
110,753
110,3169
111,2709
111,3172
112,1304
112,6680
113,1566
113,2739
114,1304
114,6680
115,3906
115,4551
116,2049
116,2739
117,2470
117,6482
118,187
118,1128
119,3111
119,3569
120,2465
120,6310
121,2611
121,4696
122,6007
122,6535
123,1874
123,3418
124,2185
124,6185
125,4381
125,5974
126,2506
126,6327
127,372
127,4697
128,1871
128,4142
128,4294
129,3569
129,3919
130,4040
130,4934
131,2033
131,4835
132,2665
132,4443
133,99
133,290
134,1968
134,4413
134,6334
135,1465
135,5940
136,993
136,2185
137,512
137,679
137,1097
137,2185
138,2874
138,5577
139,2015
139,3671
140,1224
140,1277
141,1224
141,4912
142,225
142,512
142,530
142,1277
143,63
143,1097
144,530
144,1224
144,1871
144,6065
145,22
145,3050
146,2853
146,2854
147,5084
147,5183
148,3406
148,4453
148,5069
149,4839
149,5326
150,4839
150,5528
151,1145
151,1167
152,2356
152,2691
153,1372
153,3949
153,5298
154,438
154,1676
155,1998
155,3806
156,947
156,4222
157,5084
157,6422
158,4107
158,4297
159,5298
159,5863
160,2828
160,5298
161,4926
161,5872
162,2393
162,5237
163,1289
163,2748
164,85
164,3903
165,85
165,2393
166,2057
166,5334
166,5763
167,776
167,1299
168,4486
168,5107
169,2087
169,3839
170,2615
170,6865
171,3075
171,3993
172,243
172,1277
173,275
173,1206
174,2048
174,3292
175,2316
175,2347
175,3718
175,5531
176,4318
176,4873
176,5863
