group_id,user_id
0,663
0,669
1,196
1,402
2,998
2,1166
3,633
3,1154
4,0
4,158
4,1427
5,149
5,1555
6,407
6,1253
6,1456
7,307
7,1117
8,407
8,754
9,269
9,1533
10,606
10,690
11,1023
11,1121
12,25
12,661
12,703
13,1082
13,1313
14,56
14,255
14,1427
15,47
15,255
16,661
16,703
17,1277
17,1570
18,1031
18,1122
19,0
19,911
20,703
20,834
21,371
21,750
22,318
22,335
23,613
23,1165
24,512
24,1547
25,441
25,1321
26,441
26,1321
27,1411
27,1603
28,269
28,375
29,444
29,567
29,843
30,151
30,380
31,783
31,1200
31,1629
32,896
32,1200
33,512
33,1547
34,47
34,255
35,0
35,313
36,1327
36,1453
37,1038
37,1589
38,39
38,1327
38,1453
39,1327
39,1453
40,1327
40,1453
41,380
41,564
41,982
42,119
42,293
42,655
43,579
43,691
44,663
44,691
45,392
45,418
46,156
46,339
46,883
46,1303
47,597
47,611
48,1284
48,1587
49,858
49,1238
50,1246
50,1584
51,97
51,1206
51,1288
52,663
52,1498
53,458
53,484
54,186
54,990
55,254
55,279
55,905
56,675
56,1031
57,6
57,1619
58,277
58,858
59,381
59,1591
60,1127
60,1324
61,764
61,1498
62,789
62,1030
63,384
63,895
64,950
64,1340
65,668
65,1623
66,1043
66,1099
67,27
67,1106
68,1422
68,1498
69,251
69,354
69,628
70,638
70,1125
71,43
71,52
72,72
72,1081
73,597
73,625
73,696
73,1141
74,597
74,846
75,269
75,525
76,293
76,1038
77,407
77,1633
78,407
78,805
79,1245
79,1519
80,1324
80,1633
81,67
81,1238
82,407
82,1633
83,624
83,805
83,869
83,1633
84,624
84,1324
85,407
85,501
86,805
86,1324
86,1633
87,407
87,805
87,1067
88,407
88,562
89,805
89,1288
89,1324
89,1633
90,686
90,1589
91,805
91,1633
92,30
92,1422
93,805
93,1633
94,219
94,444
95,805
95,1633
96,622
96,1121
97,31
97,1633
98,219
98,1313
99,1212
99,1313
100,1114
100,1629
101,805
101,1633
102,407
102,1501
103,1501
103,1633
104,1200
104,1633
105,805
105,1633
106,681
106,1633
107,923
107,988
108,1249
108,1487
109,613
109,1238
110,155
110,710
111,1531
111,1606
112,0
112,3
113,394
113,672
114,153
114,869
115,775
115,931
116,1165
116,1242
117,744
117,1288
118,903
118,1555
119,184
119,1621
120,1168
120,1277
121,846
121,1585
122,794
122,920
123,424
123,1282
124,488
124,1277
125,1263
125,1317
126,1504
126,1534
127,1100
127,1546
128,650
128,1043
129,636
129,1088
130,650
130,1043
131,625
131,764
132,217
132,764
133,417
133,1037
134,8
134,633
135,1099
135,1610
136,822
136,1106
137,616
137,1088
138,359
138,883
139,701
139,1031
140,1099
140,1528
141,123
141,1121
141,1350
142,615
142,686
143,97
143,1206
144,470
144,509
145,663
145,669
146,484
146,1381
147,698
147,824
148,627
148,770
149,239
149,1143
150,74
150,641
151,628
151,1547
152,664
152,1205
153,1133
153,1479
154,636
154,1551
155,97
155,1206
156,345
156,624
157,487
157,1114
158,931
158,1014
159,528
159,1231
160,562
160,718
161,312
161,1233
162,685
162,1146
163,685
163,1068
164,1136
164,1553
165,511
165,1136
166,591
166,1460
167,376
167,1474
168,252
168,560
169,966
169,1062
170,130
170,284
