user_id,venue_id,venue_category_id,venue_category_name,latitude,longitude,timezone_offset,utc_time,poi_idx
0,4a50f871f964a52059b01fe3,,Shoe Store,40.720787,-74.001975,-240,2012-04-03 22:12:28+00:00,1782
0,4d9db7087f9e4eb9436ea1fc,,American Restaurant,40.726452,-74.00226,-240,2012-04-04 01:26:31+00:00,4786
0,3fd66200f964a52009e61ee3,,Bar,40.721941,-73.996259,-240,2012-04-04 23:50:42+00:00,19
0,4ec27c885c5c3d470deb0904,,Mexican Restaurant,40.725929,-73.996395,-240,2012-04-09 16:45:41+00:00,5334
0,3fd66200f964a52038eb1ee3,,Dive Bar,40.724494,-73.993347,-240,2012-04-13 02:58:44+00:00,100
0,43e6e944f964a520062f1fe3,,Greek Restaurant,40.726377,-73.984108,-240,2012-04-22 16:09:31+00:00,770
0,43a72ba0f964a520672c1fe3,,Multiplex,40.734167,-73.990487,-240,2012-04-22 19:38:59+00:00,736
0,46ff98a7f964a520234b1fe3,,Seafood Restaurant,40.724635,-73.998402,-240,2012-04-24 01:34:29+00:00,1047
0,451287ebf964a520a1391fe3,,Tech Startup,40.741198,-74.002392,-240,2012-04-25 22:39:23+00:00,863
0,3fd66200f964a52018e51ee3,,Dive Bar,40.72511,-73.981301,-240,2012-04-26 01:43:32+00:00,48
0,4555bea7f964a520253d1fe3,,Clothing Store,40.723566,-73.998122,-240,2012-04-27 17:22:29+00:00,893
0,42911d00f964a520f5231fe3,,Train Station,40.750795,-73.993576,-240,2012-04-27 22:44:56+00:00,645
0,4f18c2bae4b01afe9b095a02,,American Restaurant,40.727291,-73.993778,-240,2012-05-02 02:20:04+00:00,5494
0,3fd66200f964a520dee51ee3,,Bar,40.726138,-73.994966,-240,2012-05-04 02:12:43+00:00,370
0,4cf31e3d88de370466657d2b,,Cocktail Bar,40.721613,-73.958142,-240,2012-05-05 00:48:44+00:00,4530
0,4f69f4236d86f87117bb37b3,,American Restaurant,40.721901,-73.957998,-240,2012-05-05 01:12:05+00:00,5650
0,4554c3b0f964a520113d1fe3,,French Restaurant,40.717054,-73.959285,-240,2012-05-05 02:53:40+00:00,892
0,4b6caaddf964a520ac4a2ce3,,Whisky Bar,40.721144,-73.956957,-240,2012-05-05 04:15:06+00:00,3296
0,4cf31e3d88de370466657d2b,,Cocktail Bar,40.721613,-73.958142,-240,2012-05-05 05:08:15+00:00,4530
0,3fd66200f964a5200ce61ee3,,Bar,40.726068,-74.001571,-240,2012-05-05 23:24:41+00:00,26
0,4a9eb0e7f964a520e43a20e3,,Coffee Shop,40.720787,-73.999497,-240,2012-05-08 21:45:41+00:00,2237
0,3fd66200f964a52004e41ee3,,Bar,40.718363,-73.990817,-240,2012-05-09 01:14:12+00:00,5
0,491ada01f964a52072521fe3,,Coffee Shop,40.725292,-73.992146,-240,2012-05-09 13:30:37+00:00,1133
0,3fd66200f964a52053e61ee3,,Bike Shop,40.722875,-73.996834,-240,2012-05-10 23:16:48+00:00,149
0,3fd66200f964a52009e61ee3,,Bar,40.721941,-73.996259,-240,2012-05-11 00:44:30+00:00,19
0,49bee48bf964a520ed541fe3,,Office,40.756161,-73.990179,-240,2012-05-11 16:04:49+00:00,1188
0,4d504b9cedc68eec328cb8a4,,New American Restaurant,40.74069,-73.991155,-240,2012-05-13 00:27:49+00:00,4655
0,40e9eb80f964a5201c0a1fe3,,Rock Club,40.717952,-73.98541,-240,2012-05-13 04:14:03+00:00,469
0,40870b00f964a520b7f21ee3,,Beer Garden,40.721128,-73.993049,-240,2012-05-13 21:26:51+00:00,430
0,491ada01f964a52072521fe3,,Coffee Shop,40.725292,-73.992146,-240,2012-05-14 13:05:09+00:00,1133
0,46c981bcf964a520224a1fe3,,Bar,40.720068,-73.988313,-240,2012-05-15 00:50:44+00:00,1025
0,3fd66200f964a52038eb1ee3,,Dive Bar,40.724494,-73.993347,-240,2012-05-16 03:26:32+00:00,100
0,43e6e944f964a520062f1fe3,,Greek Restaurant,40.726377,-73.984108,-240,2012-05-17 01:31:34+00:00,770
0,4b53b0fcf964a520ffa727e3,,Airport Terminal,40.773879,-73.872371,-240,2012-05-18 20:47:21+00:00,3130
0,43a52546f964a520532c1fe3,,Airport,40.645089,-73.784523,-240,2012-05-25 19:24:26+00:00,735
0,40f1d480f964a520510a1fe3,,Wine Bar,40.739619,-74.006403,-240,2012-05-30 00:46:48+00:00,472
0,4e300d723151250387b61125,,Ice Cream Shop,40.726349,-73.984157,-240,2012-05-30 01:39:04+00:00,5057
0,3fd66200f964a52054e51ee3,,Burrito Place,40.725461,-73.984077,-240,2012-06-02 23:51:59+00:00,152
0,408c5100f964a520c6f21ee3,,Park,40.726511,-73.981719,-240,2012-06-03 15:38:52+00:00,431
0,4eaa1a6a9a522a65ae9b4385,,American Restaurant,40.713306,-73.944085,-240,2012-06-04 00:40:39+00:00,5299
0,4ea2c02193ad755e37150c15,,Caf�,40.723096,-73.995774,-240,2012-06-05 13:36:27+00:00,5284
0,4ef0e7cf7beb5932d5bdeb4e,,Tech Startup,40.724169,-73.997211,-240,2012-06-07 03:20:26+00:00,5434
0,4ef0e7cf7beb5932d5bdeb4e,,Tech Startup,40.724169,-73.997211,-240,2012-06-07 13:03:38+00:00,5434
0,44802b64f964a5200a341fe3,,Office,40.761732,-73.967986,-240,2012-06-07 22:09:45+00:00,807
0,4ef0e7cf7beb5932d5bdeb4e,,Tech Startup,40.724169,-73.997211,-240,2012-06-08 21:35:57+00:00,5434
0,49e4a769f964a52015631fe3,,Beach,40.573348,-73.980303,-240,2012-06-12 11:18:56+00:00,1360
0,3fd66200f964a52019eb1ee3,,Pub,40.724622,-73.995861,-240,2012-06-12 23:33:22+00:00,51
0,49de3f44f964a5203c601fe3,,Grocery Store,40.723356,-73.985538,-240,2012-06-13 13:16:23+00:00,1335
0,4e949c4adab40cefc9390b5a,,Italian Restaurant,40.720384,-73.98956,-240,2012-06-14 01:47:33+00:00,5267
0,4a1037f4f964a52097761fe3,,Cheese Shop,40.725541,-73.977714,-240,2012-06-16 23:38:05+00:00,1554
0,40e74880f964a520150a1fe3,,Burger Joint,40.741408,-73.988438,-240,2012-06-21 02:20:57+00:00,468
0,3fd66200f964a52053e61ee3,,Bike Shop,40.722875,-73.996834,-240,2012-07-06 15:33:29+00:00,149
0,4a0c2e7bf964a52014751fe3,,Hotel,40.762245,-73.979287,-240,2012-07-06 19:34:20+00:00,1542
0,4bb3ec359af3b7132dc48b28,,American Restaurant,40.72561,-73.991976,-240,2012-07-11 13:51:47+00:00,3611
0,410c3280f964a520b80b1fe3,,Pub,40.724702,-73.992343,-240,2012-07-13 00:34:28+00:00,502
0,4ef0e7cf7beb5932d5bdeb4e,,Tech Startup,40.724169,-73.997211,-240,2012-07-13 21:57:29+00:00,5434
0,4f5bcf37e4b09a78bfc29e19,,Bar,40.723766,-73.979138,-240,2012-07-15 19:54:08+00:00,5624
0,49da463af964a5206c5e1fe3,,Multiplex,40.730956,-73.985956,-240,2012-07-15 22:41:26+00:00,1311
0,43a46529f964a520492c1fe3,,Sports Bar,40.73203,-73.985497,-240,2012-08-06 03:55:30+00:00,732
0,4ee13a16775b24730288e9f3,,Coffee Shop,40.725561,-73.989824,-240,2012-08-06 13:44:20+00:00,5398
0,3fd66200f964a520e6e51ee3,,American Restaurant,40.724744,-73.998662,-240,2012-08-14 14:01:52+00:00,386
0,4ef0e7cf7beb5932d5bdeb4e,,Tech Startup,40.724169,-73.997211,-240,2012-08-16 20:46:55+00:00,5434
0,4bd8b8512e6f0f474b480808,,Art Gallery,40.721139,-73.984133,-240,2012-08-17 00:40:33+00:00,3793
0,49e34b16f964a5206f621fe3,,Sporting Goods Shop,40.737535,-73.990302,-240,2012-09-09 22:46:40+00:00,1350
0,4e41f0822271a90466a0e967,,Seafood Restaurant,40.726187,-73.986112,-240,2012-09-09 23:37:33+00:00,5098
0,44d9e8dbf964a5208a361fe3,,Gourmet Shop,40.724135,-73.997789,-240,2012-09-14 18:39:04+00:00,835
0,4c9d482e46978cfa8247967f,,Gastropub,40.715339,-73.9918,-240,2012-10-12 02:08:11+00:00,4356
0,3fd66200f964a520dee91ee3,,American Restaurant,40.725906,-73.994757,-240,2012-10-12 12:05:19+00:00,372
0,4ef0e7cf7beb5932d5bdeb4e,,Tech Startup,40.724169,-73.997211,-240,2012-10-23 17:09:07+00:00,5434
0,4f34533f754a657ca23ac8d7,,Sports Bar,40.747696,-73.994443,-240,2012-10-23 23:44:52+00:00,5552
0,46b16b46f964a52098491fe3,,BBQ Joint,40.744341,-73.990426,-240,2012-10-24 01:29:24+00:00,1020
