group_id,user_id
0,417
0,421
1,415
1,985
2,392
2,933
3,230
3,1018
4,532
4,563
5,785
5,890
6,413
6,442
7,416
7,550
8,413
8,442
9,372
9,470
10,475
10,745
11,736
11,905
12,360
12,361
13,377
13,966
14,108
14,235
14,800
15,102
15,349
16,248
16,280
17,20
17,506
18,112
18,279
19,169
19,1083
20,169
20,499
20,1083
21,169
21,1083
22,169
22,1083
23,18
23,152
23,409
24,417
24,927
25,148
25,683
26,574
26,1007
27,295
27,806
28,10
28,417
29,275
29,417
30,131
30,629
30,985
31,275
31,491
32,420
32,657
33,806
33,866
34,152
34,804
35,230
35,689
36,230
36,534
37,669
37,689
38,967
38,1007
39,230
39,689
40,534
40,588
40,689
41,534
41,689
42,230
42,534
42,978
43,230
43,334
44,534
44,689
44,1049
45,534
45,689
46,534
46,978
47,534
47,689
48,65
48,230
49,534
49,689
50,78
50,689
51,360
51,420
52,534
52,689
53,375
53,1007
54,865
54,918
55,737
55,863
56,501
56,666
57,89
57,651
58,401
58,822
59,245
59,1045
60,407
60,806
61,406
61,601
62,387
62,491
63,106
63,491
64,238
64,801
65,888
65,981
66,223
66,929
67,457
67,485
68,129
68,665
69,352
69,866
70,591
70,681
71,611
71,831
72,424
72,511
73,550
73,978
74,297
74,912
75,119
75,216
76,218
76,220
77,591
77,681
78,317
78,868
79,244
79,614
80,310
80,904
81,167
81,1012
82,51
82,953
83,167
83,1021
84,51
84,283
85,298
85,954
86,192
86,680
87,785
87,1083
88,745
88,1064
89,715
89,813
90,169
90,1083
91,449
91,1023
92,745
92,1071
93,797
93,846
94,291
94,846
95,233
95,1071
96,519
96,745
97,119
97,745
98,187
98,292
99,175
99,560
100,81
100,438
101,130
101,981
102,187
102,745
103,265
103,351
104,56
104,438
105,10
105,56
106,84
106,130
107,130
107,510
108,231
108,289
109,280
109,766
110,48
110,56
111,81
111,736
112,438
112,780
113,313
113,711
114,490
114,719
115,823
115,1001
115,1042
116,240
116,1055
117,115
117,563
118,361
118,851
119,1000
119,1079
120,169
120,510
120,890
120,1000
121,169
121,279
121,510
121,890
122,159
122,211
122,710
122,892
122,922
122,1000
123,159
123,211
123,413
123,710
123,892
123,922
124,159
124,182
124,413
124,710
124,892
124,922
125,182
125,413
125,710
125,831
125,880
125,892
125,922
126,182
126,413
126,461
126,710
126,831
126,880
126,922
127,356
127,540
128,153
128,325
128,421
128,540
128,780
129,153
129,325
129,421
129,442
129,780
130,301
130,831
131,301
131,463
131,713
132,463
132,713
132,975
133,151
133,325
133,499
133,852
133,931
133,982
134,144
134,852
134,931
135,312
135,622
135,788
136,110
136,368
136,622
136,696
136,788
137,110
137,129
137,368
137,696
137,788
138,43
138,511
138,964
139,122
139,363
140,922
140,1019
141,144
141,1019
142,591
142,681
142,696
142,922
142,981
143,173
143,461
143,943
144,244
144,398
144,922
145,30
145,244
145,922
146,30
146,827
147,312
147,325
147,368
147,496
147,510
148,312
148,496
148,564
149,286
149,526
149,788
149,1000
150,144
150,286
150,788
150,1000
151,117
151,509
151,1020
152,267
152,325
152,569
152,710
152,768
152,922
152,964
153,569
153,710
153,922
153,964
153,1051
154,65
154,581
155,309
155,581
155,844
156,18
156,26
157,144
157,368
158,312
158,1000
159,201
159,312
159,564
160,144
160,201
160,564
161,284
161,368
161,788
162,210
162,249
162,401
162,922
162,1017
163,249
163,401
163,645
163,922
163,1017
164,27
164,536
165,354
165,387
165,536
166,131
166,354
166,387
167,131
167,1000
168,436
168,847
169,246
169,927
169,1067
170,622
170,636
171,166
171,664
172,460
172,591
172,675
172,688
173,325
173,1015
173,1067
174,249
174,257
174,466
175,249
175,312
176,312
176,730
177,237
177,789
178,390
178,922
178,960
179,153
179,390
180,325
180,533
180,922
181,692
181,922
182,692
182,821
183,361
183,788
183,796
183,960
184,519
184,615
185,612
185,1013
186,615
186,659
186,756
187,130
187,354
187,615
187,938
188,130
188,235
189,56
189,762
190,33
190,1001
191,33
191,130
192,190
192,615
193,699
193,742
193,1013
194,93
194,615
195,615
195,745
196,303
196,615
197,52
197,1026
198,153
198,519
199,514
199,797
199,940
200,900
200,1026
201,471
201,900
202,471
202,762
203,148
203,962
204,46
204,615
205,498
205,515
206,330
206,498
206,1049
206,1061
207,495
207,514
208,56
208,130
208,664
208,912
209,56
209,130
209,279
209,912
210,823
210,927
211,510
211,639
212,510
212,664
213,519
213,742
214,638
214,786
215,137
215,535
216,742
216,868
217,484
217,640
218,52
218,664
219,154
219,341
220,341
220,664
221,664
221,865
222,999
222,1012
223,199
223,617
224,199
224,519
225,187
225,242
226,649
226,868
227,51
227,878
228,593
228,612
229,102
229,759
230,591
230,681
231,360
231,763
232,563
232,785
233,297
233,912
234,231
234,255
235,806
235,823
236,413
236,535
236,659
236,979
237,58
237,615
238,58
238,214
239,423
239,674
240,349
240,423
240,615
241,464
241,615
242,114
242,130
243,210
243,937
243,1013
244,982
244,994
245,214
245,406
246,254
246,1015
247,442
247,780
248,152
248,506
249,169
249,1083
250,187
250,1023
251,684
251,941
252,951
252,1056
253,324
253,1004
254,36
254,780
255,400
255,601
256,130
256,372
257,173
257,188
258,519
258,969
259,1039
259,1068
260,14
260,519
260,906
261,14
261,1042
262,14
262,130
263,14
263,991
264,283
264,1072
265,601
265,962
266,377
266,797
266,962
267,14
267,96
268,14
268,377
269,14
269,519
270,14
270,96
271,14
271,96
272,14
272,559
273,14
273,377
274,14
274,96
275,14
275,96
276,135
276,586
277,14
277,96
278,14
278,586
279,14
279,96
280,14
280,912
281,90
281,944
282,14
282,96
283,475
283,519
284,475
284,1055
285,14
285,962
286,56
286,519
286,601
287,519
287,879
288,14
288,519
289,14
289,96
290,14
290,96
291,646
